additional_info,amenities,city,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,occupancy,pageurl,property_address,property_id,property_name,property_type,room_price,room_types,similar_hotel,things_to_note
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,Jalandhar,,,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/surya-hotel-31019?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Milap Chowk,, Jalandhar",31019,Surya Hotel,Hotel,545,Double Non-A/C Rooms,Hotel Rajan|Standard Hotel|Hotel Sandvik,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,Koduma,,,,,,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-xcellent-47932?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jhumri Telaiya, Koduma",47932,Hotel Xcellent,Hotel,100,Dormitory Non A/c,,Kindly Note:|In dormitory maximum 10 person can stay.|Hotel doesnt have Restaurant in the Premises but Food will be provided On Order basis.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast,Namthang,"Div-darsh homestay is located at Back which is 2km away from Namthang Bazar. Due to its scenic beauty and traditional foods, culture tourists inflow in this homestay is continuous throughout the year.Our homestay consists of two rooms-1. DOUBLE BEDDED ROOM- for couples-Rs. 1500 per night. Breakfast as a compliment.2. ROOM WITHTHREE DOUBLE BED - for a group of friends, Families. 2200 per night.",,,27,http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050410.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050406.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050420.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050424.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050426.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050430.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050432.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050448.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050652.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050414.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/114078/1050408.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/div-darsh-homestay-114078?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Namthang Bazar, Namthang",114078,Div-Darsh Homestay,Homestay,1417,hills and valleys,Gurung Homestay|Druk Homestay,
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,Mandarmani,"What should you know? The Golden Beach Resort is situated along the shore of Mandarmani beach. The resort can be used for business and family trips. This resort provides facilities like banquet facility, garden area, conference room, business services, local tour/travel support, car parking facility, security, and power backup. For accommodation, this resort offers 17 cottage style rooms. The in-room amenities include room service, color television with satellite channels, attached bathroom, hot and cold water, mini fridge, laundry service, and a doctor-on-call. For dining they provide an in-house multi-cuisine restaurant that serves and Indian and Bengali cuisines.Why should you stay here? This resort is located along the beach overlooking the sea. Guest can rejuvenate by taking beach walks, and also visit the in-and-around areas.",,,3,http://stay-imgs.stayzilla.com/resize/1200x800/45124/311810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/45124/311808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/45124/311806.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/the-golden-beach-resort-45124?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Purba Medinipore, Mandarmani",45124,The Golden Beach Resort,Resort,1200,Double Non AC Room,,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jodhpur,,,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/apple-home-stay-75802?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Shakti Nagar, Jodhpur",75802,Apple Home Stay,Hotel,1445,Deluxe AC Double Room,Dhillon Home Stay,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Pickup & Drop|Parking|AC,Jalpaiguri,,,,,,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-devi-61760?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Jalpaiguri",61760,Hotel Devi,Hotel,445,Single Non-A/C Rooms,,All taxes.|Kindly Note:|Hotel doesnt have restaurant in the premises.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Jammu,"What should you know? The hotel is an economical option situated at Talab Khatikan, Jammu. It features 13 well-maintained rooms that come with essential modern amenities. Some of the the onsite facilities the hotel offers to guests are a front desk, travel desk, dining, and room service. While staying here, guests can visit popular destinations in and around Jammu namely, Bahu Fort, Raghunath Mandir, Shiv Khori, Bagh-e-bahu, Mansar Lake, Vaishno Devi, and Amar Mahal Museum. General Bus Stand, Jammu Tawi Railway Station, and Jammu Airport are the major transit nodes used to access the hotel.Why should you stay here? The hotel offers an ideal blend of convenience and efficiency to guests, which makes it popular choice among business as well as leisure travellers.",,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-khushboo-66508?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Old Heritage City, Jammu",66508,Hotel Khushboo,Hotel,556,Standard Double Non AC Small,,All taxes.|Kindly Note:|Hotel doesnt have a restaurant in the premises but food will be provided on Order Basis by the Hotel Management.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jodhpur,"What should you know? It offers 23 well-appointed rooms with amenities like air-conditioner, television, laundry service, internet facility, and telephone. The hotel provides complimentary Wi-Fi access anywhere within the premises. There is a roof-top restaurant that serves gourmet dishes to guests. The hotel also arranges for safari trips that include activities like sleepover, supper, sunrise, and camel trips to the desert. It offers business facilities like a convention centre, conference room, and banquet facilities. Other hotel amenities include airport transfer, 24-hour help desk/concierge, and railway station transfer. The hotel accepts debit and credit cards for payment.Why should you stay here? It offers personalized services for business as well as leisure guests.",,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-saraswati-palace-56466?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ratanada, Jodhpur",56466,Hotel Saraswati Palace,Hotel,700,Double Non-A/C Rooms,Hotel Arun|Centre Point Hotel|Hotel Dhoom|Hotel Shivalaya International,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Jodhpur,"What should you know? This four star hotel is classy and stylish in terms of ambience and decor. The staff and this hotel is multi-lingual. It has a fine dining restaurant and a bar that serves cocktails, mocktails, and other liquor. The hotel also has a 24 hour in-room dining facility. Guests can enjoy amenities like wifi, valet parking, front desk, swimming pool, beauty parlour, health club, spa, and health club. The hotel has two halls, one poolside area for small parties, and a well equipped business centre for business travellers. The hotel is only 2.3 km away from railway station and 2.6 km away from nearest airport.Why should you stay here? Hotel Shree Ram International is located in a well connected area close to the railway station and airport, making it a good choice of accommodation in Jaipur.",,,9,http://stay-imgs.stayzilla.com/resize/1200x800/1388/32919.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32913.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32911.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32914.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32915.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32916.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32917.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/1388/32918.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/shree-ram-international-1388?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Residency Road, Jodhpur",1388,Shree Ram International,Hotel,3612,Deluxe Single,Hotel Chandra Inn|Kishore Bagh Palace|Devi Bhawan,All taxes|Complimentary Breakfast.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jodhpur,"What should you know? Centrally located, Hotel Taru Inn is situated only 1 km from Jodhpur Railway Station, and 3 km from the airport. The hotel offers 18 rooms that have been designed to give a contemporary feel and are equipped with all basic amenities. The rooms are fitted with satellite television, telephone, working desk, and mini refrigerator to provide for a comfortable stay. The hotel also houses a multi-cuisine restaurant that serves north Indian, south Indian, Chinese, Rajasthani, and continental dishes. Other services offered by the hotel include banquet/conference facility, airport/railway station transfer, car rental, currency exchange, safety lockers, doctor-on-call, and laundry.Why should you stay here? It is a well-appointed centrally located budget hotel with all basic amenities.",,,24,http://stay-imgs.stayzilla.com/resize/1200x800/53208/552126.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304302.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304300.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304304.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304306.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304308.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/304310.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552088.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552090.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552092.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552094.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552096.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552098.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552100.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552102.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552104.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552106.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552108.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552110.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552112.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552114.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552116.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552118.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/53208/552120.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-taru-inn-53208?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Rai-ka-bagh, Jodhpur",53208,Hotel Taru Inn,Hotel,1572,Deluxe AC Single,The Marwar Regency|The Marwar Regency Hotel|Gouri Heritage Haveli|Vista Rooms at Khaas Bagh,All taxes.|Complimentary Breakfast.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Bar|Card Payment|AC,Jodhpur,"What should you know? Built in 1930, the hotel has a long, rich history of tradition and culture which is still going strong. The structure is a blend of tradition and modern day luxury. The hotel offers wonderful accommodation in its Deluxe and Super Deluxe rooms, which are well appointed and equipped with facilities like a private bathroom, colour television, telephone, and internet service. The hotel offers a host of facilities like housekeeping, parking, and dry cleaning. The hotel also houses a restaurant and a business centre. Guests are provided front desk assistance, daily newspapers, and wake-up calls. The nearest bus stand is 200m from the hotel while the railway station is 73m from the property.Why should you stay here? The hotel offers a complete Rajasthani experience while providing guests with modern luxuries and good services.",,,0,,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/shanti-bhawan-heritage-hotel-54748?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ratanada, Jodhpur",54748,Shanti Bhawan Heritage Hotel,Hotel,1668,Single A/C Rooms,Hotel Royale Plazo|Singhvi Haveli Guest House|KP Heritage|Gouri Heritage Haveli,All taxes.|Complimentary WiFi.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jodhpur,"What should you know? The hotel offers 6 deluxe rooms. Facilities inside the rooms include air-conditioner, television, DVD/CD player, safe, desk, and wireless internet access. Other facilities include a restaurant, round-the-clock room service, kitchenette, airport transfers, laundry service, bicycle rentals, tour desk, car parking, and internet access. The famous Umaid Bhawan Palace is very close to the hotel.Why should you stay here? The city centre is not far from the accommodation and the hotels central location provides easy access to various important parts of the city.",,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/bhauji-sri-inn-63926?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ratanada, Jodhpur",63926,Bhauji Sri Inn,Hotel,1067,Double A/C Rooms,Hotel Prince|Hotel Woodland|Hotel Inder Inn|Hotel Stay View,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Pickup & Drop|AC,Jalpaiguri,"What should you know? The Reserve Gorumara is an affordable accommodation facility. Some of the services provided here include free parking, airport transportation, conference facility, business centre with internet access, bicycle rental, free breakfast, wheelchair access, doctor-on-call, car rental, 24-hour power backup, banquet room, 24-hour front desk, barbeque facilities, concierge, free wifi, and an area for kids activities. The hotel houses 23 rooms which include amenities such as TV and room service. It is located 75.4 km from Bagdogra Airport, 2.9 km from Lataguri Railway Station, and 58.4 km from NBSTC Falakata Bus Depot.Why should you stay here? The Reserve Gorumara is close to points of interest such as Dhantala Market and Appu Valley Tea Estate.",,,8,http://stay-imgs.stayzilla.com/resize/1200x800/50574/511638.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/511640.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/507990.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/507994.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/511630.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/511632.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/511634.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/50574/511636.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/the-reserve-gorumara-50574?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Chak Maulani, Jalpaiguri",50574,The Reserve Gorumara,Hotel,2595,Standard A/c Double,,Complimentary Breakfast.|Complimentary WiFi.|Complimentary Tea/Coffee Maker in the Room.|Kindly Note:|Pick up and drop will be provided at additional charges.|Extra bed will be provide at additional charges that has to be paid to the hotel management at the direct check-in.|Kindly Note:|Guest should carry photo copy of their booking vouchers and they should bring photo copy(or original of their individual identity card (govt verify like: Voter id card /PAN card/ Passport ).
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,Kanpur,,,,31,http://stay-imgs.stayzilla.com/resize/1200x800/28727/635590.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635516.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635510.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635514.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635518.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635520.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635522.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635524.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635526.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635528.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635530.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635532.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635534.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635536.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635538.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635540.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635542.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635544.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635546.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635548.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635550.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635552.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635554.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635572.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635574.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635576.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635578.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635582.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635584.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635586.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/28727/635588.jpg,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-kanpur-deluxe-28727?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Mool Ganj,Halsey Road, Kanpur",28727,Hotel Kanpur Deluxe,Hotel,534,Single Non-A/C Rooms,Hotel Priya|Shagun Hotel,"Kindly Note:|Extra bed will be provided at the time of direct check-in.|Above tariff is not applicable during festival time,Long weekends and Govt. holidays."
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Veg Only|Newspaper|Parking|AC,Kakinada,"What should you know? About 3 km from Kakinada Railway Station stands the towering Khubsoorat Inn Lodge. The hotel offers well-appointed, comfortable rooms that are fixed with comfortable amenities such as AC, cable television, intercom, and seating area. Attached bathroom is equipped with shower panel and geyser to ensure 24-hour running hot water. Common conveniences included are Wi-fi, a doctor-on-call, laundry service, room service, taxi service, travel desk, car parking, and airport/railway station transfers.Why should you stay here? Khubsoorat Inn Lodge is a budget hotel and is close to various transportation hubs. Thus, it is ideal for both business and leisure travellers.",,,7,http://stay-imgs.stayzilla.com/resize/1200x800/46558/289642.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289636.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289630.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289632.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289634.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289638.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/46558/289640.jpg,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/khubsoorat-inn-lodge-near-sankar-dental-clinic-46558?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Opp Sankar Dental Clinic, Kakinada",46558,Khubsoorat Inn Lodge (Near Sankar Dental Clinic),Lodge,1568,Single A/C Rooms,,All taxes.|Complimentary Wifi.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,Jodhpur,,,,6,http://stay-imgs.stayzilla.com/resize/1200x800/85560/1047982.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85560/491022.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85560/491020.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85560/491024.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85560/491026.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85560/491050.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/ashish-home-stay-85560?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Umaid Heritage, Jodhpur",85560,Ashish Home stay,Hotel,1530,room0,,
Acceptance Rate:100 percent|Response Time:< 6 hours,Pickup & Drop|Parking,Katra,,,,0,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/raj-bendi-73274?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Vaishno Devi, Katra",73274,Raj Bendi,Hotel,778,Double Non-A/C Rooms,Vijay Guest House|Kumar Guest House|Luxmi Guest House|Ambica Guest House,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,Jodhpur,,,,6,http://stay-imgs.stayzilla.com/resize/1200x800/85540/490934.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85540/490922.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85540/490916.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85540/490920.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85540/490924.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/85540/490932.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/arora-homestay-85540?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sardar Club Scheme, Jodhpur",85540,Arora Homestay,Homestay,1530,Room 0,,
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jammu,"What should you know? The hotel is located below Gummat at Jammu. It offers rooms in different categories like Double room single occupancy, Double room, and Family-suite. The rooms offer facilities like satellite TV/cable TV connection, hot/cold water, geyser in bathroom, bath tub, telephone with intercom and direct dialing facility, safety-deposit box, room heater, air conditioning, daily newspaper, and bathroom toiletries. It has a fine air-conditioned in-house fast food centre that serves delectable vegetarian dishes. It provides conferencing facilities, and banqueting facilities for business as well as leisure guests.Why should you stay here? The facility is conveniently situated within 5 minutes of walking distance from the famous Raghunath Ji Temple. Other tourist places at close proximity are Bahu Fort, Amar Singh Place, Bagh-E-Bahu, and Aquarium.",,,23,http://stay-imgs.stayzilla.com/resize/1200x800/66488/556754.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556752.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/390810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556718.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556724.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556728.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556730.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556732.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556734.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556736.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556738.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556740.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556742.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556744.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556746.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556748.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/66488/556750.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-surya-excellency-66488?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jammu, Jammu",66488,Hotel Surya Excellency,Hotel,1880,Super Deluxe AC Single,,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,,Jhansi,Property is in Civil lines,,,20,http://stay-imgs.stayzilla.com/resize/1200x800/111424/1002642.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024582.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1002644.jpeg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024556.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024558.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024560.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024562.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024564.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024566.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024568.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024570.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024572.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024574.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024576.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024578.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024580.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024584.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024586.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024588.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111424/1024590.jpg,,,2 Adults 1 Kid,https://www.stayzilla.com/stays/anirudh-homestay-111424?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Loha Mandi, Jhansi",111424,Anirudh Homestay,Homestay,567,Air cooled room,,
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|AC,Jodhpur,"What should you know? Jodhpur Beds And Breakfast is located in Jodhpur. It is a relaxing and low budget hotel. It offers amenities like free WiFi, 24-hour front desk, a shared lounge, air conditioning, tile/marble flooring, luggage storage, dry cleaning, and free parking for the patrons. The hotel is 6 km from Jodhpur Airport, 1.5 km from Jodhpur Railway Station, and 1.7 km from Jodhpur Bus Stand.Why should you stay here? The hotel is 2.4 km from Mehrangarh Fort and 3.2 km from Jaswant Thada, both of the forts are rich in architecture in Jodhpur.",,,12,http://stay-imgs.stayzilla.com/resize/1200x800/43226/365356.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365346.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365330.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365334.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365336.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365338.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365342.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365344.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365348.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365350.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365352.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/43226/365354.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/jodhpur-beds-and-breakfast-43226?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sardarpura, Jodhpur",43226,Jodhpur Beds And Breakfast,Hotel,524,Single Bedded,Hotel Shivam Palace|Rawat Hotel,All taxes.|Complimentary Breakfast & wifi.|Kindly Notes:|Extra bed per person 500Rs Hp will charge .
